ontology_class_slug	ontology_class_label	confidence	mixs_context_label	mixs_environment_label	agent	timestamp	comment
ENVO_01000179	desert biome	0.6	env_broad_scale	Soil	claude-3-opus-20240229	2074-05-07T11:45 EDT	Moderate confidence as desert soils are often less developed and more patchy compared to other terrestrial biomes.
ENVO_00002030	aquatic biome	1	env_broad_scale	Water	claude-3-opus-20240229	2075-05-07T11:45 EDT	Exact match between aquatic biomes and water environments.
ENVO_00000447	marine biome	1	env_broad_scale	Water	claude-3-opus-20240229	2076-05-07T11:45 EDT	Exact match between marine biomes and water environments.
ENVO_00000873	freshwater biome	1	env_broad_scale	Water	claude-3-opus-20240229	2077-05-07T11:45 EDT	Exact match between freshwater biomes and water environments.
ENVO_01000048	ocean biome	1	env_broad_scale	Water	claude-3-opus-20240229	2078-05-07T11:45 EDT	Exact match between ocean biomes and water environments.
ENVO_01000252	freshwater lake biome	1	env_broad_scale	Water	claude-3-opus-20240229	2079-05-07T11:45 EDT	Exact match between freshwater lake biomes and water environments.
ENVO_01000253	freshwater river biome	1	env_broad_scale	Water	claude-3-opus-20240229	2080-05-07T11:45 EDT	Exact match between freshwater river biomes and water environments.
ENVO_03605008	freshwater stream biome	1	env_broad_scale	Water	claude-3-opus-20240229	2081-05-07T11:45 EDT	Exact match between freshwater stream biomes and water environments.
ENVO_01000020	estuarine biome	0.9	env_broad_scale	WastewaterSludge	claude-3-opus-20240229	2082-05-07T11:45 EDT	High confidence as estuarine biomes can be impacted by wastewater and sludge discharge from human activities, potentially influencing the microbial communities in these environments.
ENVO_01000178	savanna biome	0.8	env_broad_scale	SymbiontAssociated	claude-3-opus-20240229	2083-05-07T11:45 EDT	High confidence as savanna biomes can host a variety of symbiotic relationships between plants, animals, and microorganisms, potentially serving as a relevant environment for the SymbiontAssociated package.
ENVO_01000020	estuarine biome	0.8	env_broad_scale	FoodFarmEnvironment	claude-3-opus-20240229	2084-05-07T11:45 EDT	High confidence as estuarine biomes can be impacted by agricultural runoff and other food farm-related activities, potentially influencing the microbial communities in these environments.
